timestamp_ms,accel_x,accel_y,accel_z
20303,4036,-119,-937
20323,4052,-111,-937
20343,4054,-111,-941
20363,4049,-108,-941
20383,4027,-119,-929
20403,4024,-120,-925
20423,4015,-119,-930
20443,4064,-112,-938
20463,4066,-107,-937
20483,4038,-112,-931
20503,4023,-129,-921
20523,4019,-124,-926
20543,4034,-110,-939
20563,4055,-103,-940
20583,4069,-99,-955
20603,4039,-129,-941
20623,4013,-128,-936
20643,4019,-121,-922
20663,4036,-116,-920
20683,4055,-108,-934
20703,4051,-114,-941
20723,4028,-119,-934
20744,4012,-126,-927
20794,4040,-123,-927
20794,4040,-123,-927
20803,4079,-103,-947
20823,4051,-124,-941
20843,4033,-125,-925
20863,4012,-122,-922
20883,4016,-132,-927
20903,4041,-104,-924
20923,4072,-113,-932
20943,4048,-125,-932
20963,4012,-128,-918
20983,4016,-133,-929
21003,4026,-120,-929
21023,4053,-106,-942
21043,4066,-105,-939
21063,4049,-114,-933
21083,4017,-130,-916
21103,4013,-126,-915
21123,4036,-113,-934
21143,4059,-112,-942
21163,4069,-105,-952
21183,4053,-118,-948
21203,4017,-110,-935
21223,4005,-127,-924
21243,4037,-108,-933
21263,4062,-102,-933
21283,4064,-116,-942
21303,4046,-127,-906
21323,4027,-126,-925
21343,4019,-119,-927
21363,4041,-110,-925
21383,4064,-106,-933
21403,4055,-106,-942
21423,4021,-125,-915
21443,4012,-131,-922
21463,4014,-120,-921
21483,4040,-112,-926
21503,4066,-117,-934
21523,4042,-116,-936
21543,4017,-133,-922
21563,4010,-127,-916
21583,4033,-110,-915
21603,4057,-98,-938
21623,4061,-110,-936
21643,4051,-122,-935
21663,4017,-122,-927
21683,4018,-131,-916
21703,4030,-116,-929
21723,4075,-102,-941
21743,4062,-116,-923
21763,4032,-126,-933
21783,4014,-127,-916
21803,4023,-120,-921
21823,4037,-110,-913
21843,4073,-96,-937
21863,4057,-109,-928
21883,4041,-121,-929
21903,4013,-131,-920
21923,4015,-122,-911
21943,4034,-119,-920
21963,4064,-110,-926
21983,4073,-108,-921
22003,4029,-119,-915
22023,4013,-125,-927
22043,4015,-117,-924
22063,4062,-110,-931
22083,4062,-114,-935
22103,4057,-106,-932
22123,4011,-114,-932
22143,4009,-132,-923
22163,4039,-124,-926
22183,4054,-108,-937
22203,4051,-107,-941
22223,4041,-113,-922
